timestamp,stage,task
1764433956.683015,session_start,
1764433956.684037,concentration,
1764433957.698087,image,T1
1764433960.210735,action,T1
1764433963.716639,relax,
1764433966.224421,rest,
1764433967.728863,concentration,
1764433968.738483,image,T2
1764433971.250324,action,T2
1764433974.754172,relax,
1764433977.260534,rest,
1764433978.771249,concentration,
1764433979.782139,image,T3
1764433982.300993,action,T3
1764433985.813435,relax,
1764433988.321462,rest,
1764433989.826598,concentration,
1764433990.838922,image,T4
1764433993.361223,action,T4
1764433996.879748,relax,
1764433999.383226,rest,
1764434000.887948,concentration,
1764434001.896240,image,T5
1764434004.413744,action,T5
1764434007.917235,relax,
1764434010.423114,rest,
1764434011.930207,concentration,
1764434012.936716,image,T6
1764434015.450486,action,T6
1764434018.966371,relax,
1764434021.471646,rest,
1764434022.975023,concentration,
1764434023.985165,image,T7
1764434026.505683,action,T7
1764434030.020760,relax,
1764434032.532862,rest,
1764434034.037865,session_end,
