timestamp,stage,task
1764435204.807417,session_start,
1764435204.809457,concentration,
1764435205.816047,image,T1
1764435208.339930,action,T1
1764435211.849932,relax,
1764435214.361462,rest,
1764435215.864862,concentration,
1764435216.880386,image,T2
1764435219.406771,action,T2
1764435222.916708,relax,
1764435225.423001,rest,
1764435226.936259,concentration,
1764435227.951357,image,T3
1764435230.476686,action,T3
1764435233.984157,relax,
1764435236.486358,rest,
1764435237.993830,concentration,
1764435239.002019,image,T4
1764435241.515372,action,T4
1764435245.041798,relax,
1764435247.546702,rest,
1764435249.054396,concentration,
1764435250.067079,image,T5
1764435252.588632,action,T5
1764435256.094780,relax,
1764435258.597646,rest,
1764435260.103765,concentration,
1764435261.113769,image,T6
1764435263.629387,action,T6
1764435267.144460,relax,
1764435269.646840,rest,
1764435271.153596,concentration,
1764435272.168173,image,T7
1764435274.693517,action,T7
1764435278.205651,relax,
1764435280.708656,rest,
1764435282.216695,session_end,
