timestamp,stage,task
1764433722.691187,session_start,
1764433722.692204,concentration,
1764433723.696735,image,T1
1764433726.220290,action,T1
1764433729.728863,relax,
1764433732.236101,rest,
1764433733.738094,concentration,
1764433734.741300,image,T2
1764433737.254756,action,T2
1764433740.768086,relax,
1764433743.281261,rest,
1764433744.786614,concentration,
1764433745.797203,image,T3
1764433748.309888,action,T3
1764433751.820495,relax,
1764433754.329797,rest,
1764433755.834756,concentration,
1764433756.846174,image,T4
1764433759.359665,action,T4
1764433762.887568,relax,
1764433765.398536,rest,
1764433766.903240,concentration,
1764433767.913530,image,T5
1764433770.431826,action,T5
1764433773.945058,relax,
1764433776.462914,rest,
1764433777.981397,concentration,
1764433778.992535,image,T6
1764433781.508507,action,T6
1764433785.019391,relax,
1764433787.536976,rest,
1764433789.044776,concentration,
1764433790.052781,image,T7
1764433792.570269,action,T7
1764433796.087092,relax,
1764433798.590434,rest,
1764433800.099665,session_end,
