timestamp,stage,task
1764434034.645175,session_start,
1764434034.645175,concentration,
1764434035.655225,image,T1
1764434038.179446,action,T1
1764434041.687931,relax,
1764434044.202811,rest,
1764434045.709485,concentration,
1764434046.719008,image,T2
1764434049.235924,action,T2
1764434052.745644,relax,
1764434055.255355,rest,
1764434056.759050,concentration,
1764434057.769983,image,T3
1764434060.283543,action,T3
1764434063.790249,relax,
1764434066.294768,rest,
1764434067.802555,concentration,
1764434068.817187,image,T4
1764434071.341810,action,T4
1764434074.864769,relax,
1764434077.375095,rest,
1764434078.878553,concentration,
1764434079.883488,image,T5
1764434082.400700,action,T5
1764434085.908209,relax,
1764434088.415531,rest,
1764434089.926423,concentration,
1764434090.929906,image,T6
1764434093.454821,action,T6
1764434096.972195,relax,
1764434099.476295,rest,
1764434100.986182,concentration,
1764434101.995998,image,T7
1764434104.512315,action,T7
1764434108.014343,relax,
1764434110.520420,rest,
1764434112.027491,session_end,
