timestamp,stage,task
1764435516.847886,session_start,
1764435516.848888,concentration,
1764435517.854244,image,T1
1764435520.373578,action,T1
1764435523.880425,relax,
1764435526.393803,rest,
1764435527.903297,concentration,
1764435528.917115,image,T2
1764435531.434289,action,T2
1764435534.947762,relax,
1764435537.455552,rest,
1764435538.964067,concentration,
1764435539.972567,image,T3
1764435542.495026,action,T3
1764435546.012032,relax,
1764435548.524348,rest,
1764435550.035799,concentration,
1764435551.038733,image,T4
1764435553.560075,action,T4
1764435557.087995,relax,
1764435559.598320,rest,
1764435561.112959,concentration,
1764435562.122475,image,T5
1764435564.648475,action,T5
1764435568.151592,relax,
1764435570.654527,rest,
1764435572.171741,concentration,
1764435573.189502,image,T6
1764435575.703385,action,T6
1764435579.209385,relax,
1764435581.722667,rest,
1764435583.236873,concentration,
1764435584.246621,image,T7
1764435586.764709,action,T7
1764435590.274437,relax,
1764435592.784270,rest,
1764435594.286894,session_end,
