timestamp,stage,task
1764435594.895671,session_start,
1764435594.896688,concentration,
1764435595.912140,image,T1
1764435598.441486,action,T1
1764435601.957857,relax,
1764435604.465274,rest,
1764435605.969889,concentration,
1764435606.975419,image,T2
1764435609.489538,action,T2
1764435613.005616,relax,
1764435615.518899,rest,
1764435617.030325,concentration,
1764435618.038506,image,T3
1764435620.551150,action,T3
1764435624.057222,relax,
1764435626.559802,rest,
1764435628.068772,concentration,
1764435629.075355,image,T4
1764435631.597894,action,T4
1764435635.117214,relax,
1764435637.635275,rest,
1764435639.141195,concentration,
1764435640.148297,image,T5
1764435642.672246,action,T5
1764435646.176723,relax,
1764435648.689583,rest,
1764435650.207133,concentration,
1764435651.219005,image,T6
1764435653.742683,action,T6
1764435657.259127,relax,
1764435659.773723,rest,
1764435661.290719,concentration,
1764435662.299138,image,T7
1764435664.824479,action,T7
1764435668.335244,relax,
1764435670.852295,rest,
1764435672.355295,session_end,
