timestamp,stage,task
1764434268.727426,session_start,
1764434268.728939,concentration,
1764434269.739926,image,T1
1764434272.257055,action,T1
1764434275.765797,relax,
1764434278.272160,rest,
1764434279.777636,concentration,
1764434280.780649,image,T2
1764434283.290296,action,T2
1764434286.804950,relax,
1764434289.314966,rest,
1764434290.831430,concentration,
1764434291.835870,image,T3
1764434294.355958,action,T3
1764434297.866387,relax,
1764434300.379498,rest,
1764434301.888532,concentration,
1764434302.899034,image,T4
1764434305.416493,action,T4
1764434308.937329,relax,
1764434311.445673,rest,
1764434312.949682,concentration,
1764434313.958013,image,T5
1764434316.483736,action,T5
1764434319.986487,relax,
1764434322.495453,rest,
1764434324.000944,concentration,
1764434325.006732,image,T6
1764434327.525105,action,T6
1764434331.031438,relax,
1764434333.538839,rest,
1764434335.055166,concentration,
1764434336.064134,image,T7
1764434338.575963,action,T7
1764434342.086521,relax,
1764434344.599824,rest,
1764434346.109322,session_end,
