timestamp,stage,task
1764433644.623747,session_start,
1764433644.624261,concentration,
1764433645.639525,image,T1
1764433648.179596,action,T1
1764433651.688959,relax,
1764433654.206201,rest,
1764433655.709403,concentration,
1764433656.719831,image,T2
1764433659.245658,action,T2
1764433662.761157,relax,
1764433665.276020,rest,
1764433666.778419,concentration,
1764433667.785870,image,T3
1764433670.301244,action,T3
1764433673.805259,relax,
1764433676.312957,rest,
1764433677.819003,concentration,
1764433678.827950,image,T4
1764433681.346462,action,T4
1764433684.870898,relax,
1764433687.373801,rest,
1764433688.888677,concentration,
1764433689.895488,image,T5
1764433692.419997,action,T5
1764433695.928737,relax,
1764433698.442093,rest,
1764433699.948313,concentration,
1764433700.961013,image,T6
1764433703.475405,action,T6
1764433706.978499,relax,
1764433709.488689,rest,
1764433711.003999,concentration,
1764433712.016810,image,T7
1764433714.542658,action,T7
1764433718.055095,relax,
1764433720.561155,rest,
1764433722.072047,session_end,
