timestamp,stage,task
1764434346.716009,session_start,
1764434346.717026,concentration,
1764434347.733235,image,T1
1764434350.257311,action,T1
1764434353.764812,relax,
1764434356.279278,rest,
1764434357.786223,concentration,
1764434358.797415,image,T2
1764434361.320888,action,T2
1764434364.833666,relax,
1764434367.343360,rest,
1764434368.846747,concentration,
1764434369.850550,image,T3
1764434372.366565,action,T3
1764434375.878670,relax,
1764434378.383908,rest,
1764434379.889881,concentration,
1764434380.898242,image,T4
1764434383.409328,action,T4
1764434386.930198,relax,
1764434389.442216,rest,
1764434390.947646,concentration,
1764434391.960454,image,T5
1764434394.474200,action,T5
1764434397.984181,relax,
1764434400.496770,rest,
1764434402.000863,concentration,
1764434403.009643,image,T6
1764434405.529856,action,T6
1764434409.045461,relax,
1764434411.557419,rest,
1764434413.063778,concentration,
1764434414.067859,image,T7
1764434416.586691,action,T7
1764434420.098543,relax,
1764434422.603088,rest,
1764434424.115037,session_end,
