timestamp,stage,task
1764434892.777414,session_start,
1764434892.778430,concentration,
1764434893.787044,image,T1
1764434896.307022,action,T1
1764434899.812032,relax,
1764434902.326984,rest,
1764434903.836151,concentration,
1764434904.842297,image,T2
1764434907.364993,action,T2
1764434910.869729,relax,
1764434913.382754,rest,
1764434914.886070,concentration,
1764434915.891526,image,T3
1764434918.409964,action,T3
1764434921.918188,relax,
1764434924.425993,rest,
1764434925.940327,concentration,
1764434926.947558,image,T4
1764434929.458538,action,T4
1764434932.983172,relax,
1764434935.497992,rest,
1764434937.002508,concentration,
1764434938.011510,image,T5
1764434940.529285,action,T5
1764434944.035572,relax,
1764434946.544668,rest,
1764434948.048524,concentration,
1764434949.057546,image,T6
1764434951.575983,action,T6
1764434955.086552,relax,
1764434957.594199,rest,
1764434959.098882,concentration,
1764434960.104797,image,T7
1764434962.618646,action,T7
1764434966.130484,relax,
1764434968.639229,rest,
1764434970.150223,session_end,
