timestamp,stage,task
1764435282.824265,session_start,
1764435282.825320,concentration,
1764435283.832228,image,T1
1764435286.346548,action,T1
1764435289.852391,relax,
1764435292.368088,rest,
1764435293.880703,concentration,
1764435294.882746,image,T2
1764435297.406713,action,T2
1764435300.908736,relax,
1764435303.412189,rest,
1764435304.930328,concentration,
1764435305.942812,image,T3
1764435308.456641,action,T3
1764435311.959655,relax,
1764435314.464982,rest,
1764435315.981472,concentration,
1764435316.987864,image,T4
1764435319.511683,action,T4
1764435323.029953,relax,
1764435325.536331,rest,
1764435327.042988,concentration,
1764435328.054236,image,T5
1764435330.576851,action,T5
1764435334.089616,relax,
1764435336.603405,rest,
1764435338.119319,concentration,
1764435339.130203,image,T6
1764435341.647076,action,T6
1764435345.155242,relax,
1764435347.671699,rest,
1764435349.179929,concentration,
1764435350.188978,image,T7
1764435352.708003,action,T7
1764435356.212162,relax,
1764435358.724699,rest,
1764435360.237575,session_end,
