timestamp,stage,task
1764434112.634599,session_start,
1764434112.635600,concentration,
1764434113.644646,image,T1
1764434116.157303,action,T1
1764434119.671885,relax,
1764434122.184509,rest,
1764434123.694986,concentration,
1764434124.701246,image,T2
1764434127.226052,action,T2
1764434130.733602,relax,
1764434133.250055,rest,
1764434134.765762,concentration,
1764434135.779420,image,T3
1764434138.291178,action,T3
1764434141.802759,relax,
1764434144.315355,rest,
1764434145.820453,concentration,
1764434146.832424,image,T4
1764434149.356590,action,T4
1764434152.879193,relax,
1764434155.389174,rest,
1764434156.898016,concentration,
1764434157.908177,image,T5
1764434160.432277,action,T5
1764434163.938739,relax,
1764434166.451678,rest,
1764434167.966043,concentration,
1764434168.988578,image,T6
1764434171.502348,action,T6
1764434175.013965,relax,
1764434177.527925,rest,
1764434179.035538,concentration,
1764434180.051316,image,T7
1764434182.565714,action,T7
1764434186.074907,relax,
1764434188.585757,rest,
1764434190.087450,session_end,
