timestamp,stage,task
1764434190.692488,session_start,
1764434190.693531,concentration,
1764434191.697559,image,T1
1764434194.218638,action,T1
1764434197.724795,relax,
1764434200.234884,rest,
1764434201.748869,concentration,
1764434202.754743,image,T2
1764434205.280815,action,T2
1764434208.797360,relax,
1764434211.313534,rest,
1764434212.817122,concentration,
1764434213.829614,image,T3
1764434216.344058,action,T3
1764434219.855585,relax,
1764434222.365399,rest,
1764434223.876098,concentration,
1764434224.886942,image,T4
1764434227.409446,action,T4
1764434230.923727,relax,
1764434233.426802,rest,
1764434234.942035,concentration,
1764434235.951311,image,T5
1764434238.474639,action,T5
1764434241.990469,relax,
1764434244.499413,rest,
1764434246.014302,concentration,
1764434247.019108,image,T6
1764434249.536785,action,T6
1764434253.041094,relax,
1764434255.557206,rest,
1764434257.060843,concentration,
1764434258.069496,image,T7
1764434260.595752,action,T7
1764434264.107871,relax,
1764434266.612458,rest,
1764434268.118418,session_end,
