timestamp,stage,task
1764505879.675162,session_start,
1764505879.676186,concentration,
1764505880.685071,image,T1
1764505883.198470,action,T1
1764505886.705199,relax,
1764505889.214534,rest,
1764505890.725661,concentration,
1764505891.737343,image,T2
1764505894.252910,action,T2
1764505897.764832,relax,
1764505900.273292,rest,
1764505901.780480,concentration,
1764505902.792674,image,T3
1764505905.317652,action,T3
1764505908.828736,relax,
1764505911.339081,rest,
1764505912.849488,concentration,
1764505913.864013,image,T4
1764505916.386389,action,T4
1764505919.906753,relax,
1764505922.420776,rest,
1764505923.935537,concentration,
1764505924.952398,image,T5
1764505927.474370,action,T5
1764505930.976827,relax,
1764505933.485323,rest,
1764505934.994799,concentration,
1764505936.007360,image,T6
1764505938.527405,action,T6
1764505942.039383,relax,
1764505944.557555,rest,
1764505946.062027,concentration,
1764505947.074673,image,T7
1764505949.591307,action,T7
1764505953.108858,relax,
1764505955.614465,rest,
1764505957.130932,session_end,
