timestamp,stage,task
1764506191.906404,session_start,
1764506191.907408,concentration,
1764506192.919973,image,T1
1764506195.440906,action,T1
1764506198.944605,relax,
1764506201.463911,rest,
1764506202.981285,concentration,
1764506203.985972,image,T2
1764506206.501071,action,T2
1764506210.011398,relax,
1764506212.514268,rest,
1764506214.019613,concentration,
1764506215.036986,image,T3
1764506217.551384,action,T3
1764506221.059006,relax,
1764506223.571255,rest,
1764506225.088112,concentration,
1764506226.105051,image,T4
1764506228.627376,action,T4
1764506232.145019,relax,
1764506234.664066,rest,
1764506236.168188,concentration,
1764506237.184984,image,T5
1764506239.706328,action,T5
1764506243.213584,relax,
1764506245.717907,rest,
1764506247.230608,concentration,
1764506248.236827,image,T6
1764506250.754874,action,T6
1764506254.264750,relax,
1764506256.774156,rest,
1764506258.287464,concentration,
1764506259.304215,image,T7
1764506261.827870,action,T7
1764506265.344779,relax,
1764506267.851818,rest,
1764506269.356284,session_end,
