timestamp,stage,task
1764506816.436880,session_start,
1764506816.436880,concentration,
1764506817.449352,image,T1
1764506819.965451,action,T1
1764506823.472420,relax,
1764506825.988724,rest,
1764506827.504056,concentration,
1764506828.521232,image,T2
1764506831.040408,action,T2
1764506834.553152,relax,
1764506837.070109,rest,
1764506838.574053,concentration,
1764506839.577961,image,T3
1764506842.094527,action,T3
1764506845.603740,relax,
1764506848.109041,rest,
1764506849.611729,concentration,
1764506850.625666,image,T4
1764506853.140178,action,T4
1764506856.663369,relax,
1764506859.179707,rest,
1764506860.683805,concentration,
1764506861.694224,image,T5
1764506864.219365,action,T5
1764506867.732824,relax,
1764506870.248324,rest,
1764506871.755918,concentration,
1764506872.759499,image,T6
1764506875.278249,action,T6
1764506878.795106,relax,
1764506881.301387,rest,
1764506882.818660,concentration,
1764506883.835520,image,T7
1764506886.352403,action,T7
1764506889.855753,relax,
1764506892.371213,rest,
1764506893.876293,session_end,
