timestamp,stage,task
1764505411.186454,session_start,
1764505411.187470,concentration,
1764505412.191572,image,T1
1764505414.721577,action,T1
1764505418.229519,relax,
1764505420.732653,rest,
1764505422.247540,concentration,
1764505423.259429,image,T2
1764505425.775215,action,T2
1764505429.287436,relax,
1764505431.789995,rest,
1764505433.294187,concentration,
1764505434.309705,image,T3
1764505436.835945,action,T3
1764505440.344631,relax,
1764505442.856426,rest,
1764505444.361751,concentration,
1764505445.378314,image,T4
1764505447.894895,action,T4
1764505451.421396,relax,
1764505453.934082,rest,
1764505455.446566,concentration,
1764505456.458851,image,T5
1764505458.973633,action,T5
1764505462.477473,relax,
1764505464.989627,rest,
1764505466.501579,concentration,
1764505467.517265,image,T6
1764505470.035182,action,T6
1764505473.538304,relax,
1764505476.050692,rest,
1764505477.565276,concentration,
1764505478.580950,image,T7
1764505481.104747,action,T7
1764505484.616660,relax,
1764505487.133129,rest,
1764505488.648303,session_end,
