timestamp,stage,task
1764506660.385712,session_start,
1764506660.386726,concentration,
1764506661.396283,image,T1
1764506663.908908,action,T1
1764506667.415762,relax,
1764506669.925924,rest,
1764506671.431039,concentration,
1764506672.436110,image,T2
1764506674.949990,action,T2
1764506678.459547,relax,
1764506680.975162,rest,
1764506682.490831,concentration,
1764506683.507137,image,T3
1764506686.020270,action,T3
1764506689.537517,relax,
1764506692.053285,rest,
1764506693.566142,concentration,
1764506694.582120,image,T4
1764506697.098517,action,T4
1764506700.629905,relax,
1764506703.132197,rest,
1764506704.645894,concentration,
1764506705.650843,image,T5
1764506708.172630,action,T5
1764506711.678550,relax,
1764506714.189864,rest,
1764506715.696373,concentration,
1764506716.709820,image,T6
1764506719.226715,action,T6
1764506722.744192,relax,
1764506725.256063,rest,
1764506726.767680,concentration,
1764506727.781809,image,T7
1764506730.299330,action,T7
1764506733.804474,relax,
1764506736.311362,rest,
1764506737.824454,session_end,
