timestamp,stage,task
1764505723.486038,session_start,
1764505723.487579,concentration,
1764505724.498936,image,T1
1764505727.025935,action,T1
1764505730.542573,relax,
1764505733.049809,rest,
1764505734.555964,concentration,
1764505735.569542,image,T2
1764505738.092251,action,T2
1764505741.598820,relax,
1764505744.110107,rest,
1764505745.626028,concentration,
1764505746.644079,image,T3
1764505749.168555,action,T3
1764505752.680104,relax,
1764505755.194855,rest,
1764505756.711720,concentration,
1764505757.725936,image,T4
1764505760.252731,action,T4
1764505763.768379,relax,
1764505766.278385,rest,
1764505767.788766,concentration,
1764505768.801014,image,T5
1764505771.326480,action,T5
1764505774.834570,relax,
1764505777.346658,rest,
1764505778.862474,concentration,
1764505779.875833,image,T6
1764505782.394657,action,T6
1764505785.904615,relax,
1764505788.411914,rest,
1764505789.915606,concentration,
1764505790.923487,image,T7
1764505793.444643,action,T7
1764505796.956157,relax,
1764505799.470423,rest,
1764505800.976241,session_end,
