timestamp,stage,task
1764506582.271715,session_start,
1764506582.272714,concentration,
1764506583.287307,image,T1
1764506585.810274,action,T1
1764506589.321105,relax,
1764506591.837397,rest,
1764506593.352552,concentration,
1764506594.368953,image,T2
1764506596.879718,action,T2
1764506600.395391,relax,
1764506602.910782,rest,
1764506604.414249,concentration,
1764506605.427872,image,T3
1764506607.976396,action,T3
1764506611.487893,relax,
1764506614.004159,rest,
1764506615.520700,concentration,
1764506616.535775,image,T4
1764506619.051710,action,T4
1764506622.570945,relax,
1764506625.082057,rest,
1764506626.598273,concentration,
1764506627.611604,image,T5
1764506630.127438,action,T5
1764506633.630444,relax,
1764506636.143370,rest,
1764506637.661056,concentration,
1764506638.678314,image,T6
1764506641.190737,action,T6
1764506644.702880,relax,
1764506647.206459,rest,
1764506648.709657,concentration,
1764506649.714317,image,T7
1764506652.236555,action,T7
1764506655.748301,relax,
1764506658.258916,rest,
1764506659.772352,session_end,
