timestamp,stage,task
1764505801.584862,session_start,
1764505801.586388,concentration,
1764505802.598122,image,T1
1764505805.111964,action,T1
1764505808.616471,relax,
1764505811.126282,rest,
1764505812.631966,concentration,
1764505813.647513,image,T2
1764505816.165821,action,T2
1764505819.682753,relax,
1764505822.196031,rest,
1764505823.712416,concentration,
1764505824.726222,image,T3
1764505827.243562,action,T3
1764505830.758675,relax,
1764505833.268918,rest,
1764505834.782829,concentration,
1764505835.788999,image,T4
1764505838.316403,action,T4
1764505841.843888,relax,
1764505844.350540,rest,
1764505845.861488,concentration,
1764505846.874535,image,T5
1764505849.393477,action,T5
1764505852.909681,relax,
1764505855.415392,rest,
1764505856.923497,concentration,
1764505857.939038,image,T6
1764505860.463964,action,T6
1764505863.973896,relax,
1764505866.489470,rest,
1764505867.997667,concentration,
1764505869.008488,image,T7
1764505871.532007,action,T7
1764505875.035707,relax,
1764505877.542088,rest,
1764505879.053054,session_end,
