timestamp,stage,task
1764505957.744865,session_start,
1764505957.745879,concentration,
1764505958.759984,image,T1
1764505961.288983,action,T1
1764505964.802518,relax,
1764505967.306508,rest,
1764505968.818370,concentration,
1764505969.831051,image,T2
1764505972.356633,action,T2
1764505975.864023,relax,
1764505978.368720,rest,
1764505979.883564,concentration,
1764505980.898094,image,T3
1764505983.422198,action,T3
1764505986.927695,relax,
1764505989.443131,rest,
1764505990.946665,concentration,
1764505991.948879,image,T4
1764505994.462803,action,T4
1764505997.990883,relax,
1764506000.506263,rest,
1764506002.016349,concentration,
1764506003.019287,image,T5
1764506005.530834,action,T5
1764506009.048933,relax,
1764506011.555443,rest,
1764506013.069998,concentration,
1764506014.085661,image,T6
1764506016.598232,action,T6
1764506020.112782,relax,
1764506022.622202,rest,
1764506024.132319,concentration,
1764506025.145357,image,T7
1764506027.658285,action,T7
1764506031.161525,relax,
1764506033.678257,rest,
1764506035.193612,session_end,
