timestamp,stage,task
1764506738.432239,session_start,
1764506738.432239,concentration,
1764506739.446467,image,T1
1764506741.972512,action,T1
1764506745.476127,relax,
1764506747.992632,rest,
1764506749.506838,concentration,
1764506750.514626,image,T2
1764506753.037390,action,T2
1764506756.543695,relax,
1764506759.051607,rest,
1764506760.555667,concentration,
1764506761.561133,image,T3
1764506764.072109,action,T3
1764506767.581139,relax,
1764506770.098159,rest,
1764506771.613803,concentration,
1764506772.625423,image,T4
1764506775.143222,action,T4
1764506778.659953,relax,
1764506781.162988,rest,
1764506782.666130,concentration,
1764506783.672744,image,T5
1764506786.190156,action,T5
1764506789.704079,relax,
1764506792.207223,rest,
1764506793.712720,concentration,
1764506794.715264,image,T6
1764506797.227017,action,T6
1764506800.736388,relax,
1764506803.248077,rest,
1764506804.752677,concentration,
1764506805.757648,image,T7
1764506808.283452,action,T7
1764506811.797565,relax,
1764506814.310091,rest,
1764506815.826974,session_end,
