timestamp,stage,task
1764506426.124510,session_start,
1764506426.125510,concentration,
1764506427.134699,image,T1
1764506429.655066,action,T1
1764506433.172316,relax,
1764506435.686496,rest,
1764506437.200583,concentration,
1764506438.216434,image,T2
1764506440.737766,action,T2
1764506444.241906,relax,
1764506446.757111,rest,
1764506448.273566,concentration,
1764506449.290562,image,T3
1764506451.814547,action,T3
1764506455.321792,relax,
1764506457.827641,rest,
1764506459.343854,concentration,
1764506460.349813,image,T4
1764506462.864607,action,T4
1764506466.394246,relax,
1764506468.909427,rest,
1764506470.426227,concentration,
1764506471.443966,image,T5
1764506473.962080,action,T5
1764506477.468698,relax,
1764506479.979438,rest,
1764506481.489683,concentration,
1764506482.504113,image,T6
1764506485.022909,action,T6
1764506488.539443,relax,
1764506491.046878,rest,
1764506492.564465,concentration,
1764506493.568954,image,T7
1764506496.089657,action,T7
1764506499.599401,relax,
1764506502.114992,rest,
1764506503.633340,session_end,
