timestamp,stage,task
1764505020.832716,session_start,
1764505020.833738,concentration,
1764505021.841718,image,T1
1764505024.357655,action,T1
1764505027.867835,relax,
1764505030.372489,rest,
1764505031.879927,concentration,
1764505032.890707,image,T2
1764505035.414283,action,T2
1764505038.922845,relax,
1764505041.433636,rest,
1764505042.946527,concentration,
1764505043.962283,image,T3
1764505046.490780,action,T3
1764505050.005677,relax,
1764505052.517191,rest,
1764505054.026494,concentration,
1764505055.034868,image,T4
1764505057.551343,action,T4
1764505061.067960,relax,
1764505063.578778,rest,
1764505065.090683,concentration,
1764505066.100939,image,T5
1764505068.618943,action,T5
1764505072.128560,relax,
1764505074.631891,rest,
1764505076.134948,concentration,
1764505077.149967,image,T6
1764505079.662331,action,T6
1764505083.173296,relax,
1764505085.688242,rest,
1764505087.201421,concentration,
1764505088.212463,image,T7
1764505090.735689,action,T7
1764505094.248604,relax,
1764505096.758455,rest,
1764505098.269665,session_end,
