timestamp,stage,task
1764505489.257803,session_start,
1764505489.258319,concentration,
1764505490.266803,image,T1
1764505492.794390,action,T1
1764505496.304119,relax,
1764505498.812907,rest,
1764505500.323217,concentration,
1764505501.339929,image,T2
1764505503.851793,action,T2
1764505507.358765,relax,
1764505509.870483,rest,
1764505511.384281,concentration,
1764505512.393939,image,T3
1764505514.916704,action,T3
1764505518.423420,relax,
1764505520.937111,rest,
1764505522.451698,concentration,
1764505523.453625,image,T4
1764505525.967978,action,T4
1764505529.488397,relax,
1764505531.992789,rest,
1764505533.502256,concentration,
1764505534.513661,image,T5
1764505537.027489,action,T5
1764505540.540701,relax,
1764505543.049879,rest,
1764505544.561119,concentration,
1764505545.563284,image,T6
1764505548.076923,action,T6
1764505551.584604,relax,
1764505554.091900,rest,
1764505555.603811,concentration,
1764505556.620578,image,T7
1764505559.147098,action,T7
1764505562.650626,relax,
1764505565.167657,rest,
1764505566.680523,session_end,
