timestamp,stage,task
1764506504.252272,session_start,
1764506504.253272,concentration,
1764506505.257270,image,T1
1764506507.771734,action,T1
1764506511.285441,relax,
1764506513.789091,rest,
1764506515.291810,concentration,
1764506516.309722,image,T2
1764506518.833723,action,T2
1764506522.347625,relax,
1764506524.858939,rest,
1764506526.364152,concentration,
1764506527.369114,image,T3
1764506529.889837,action,T3
1764506533.402494,relax,
1764506535.908284,rest,
1764506537.424921,concentration,
1764506538.428895,image,T4
1764506540.943519,action,T4
1764506544.450675,relax,
1764506546.964753,rest,
1764506548.469659,concentration,
1764506549.484356,image,T5
1764506552.004347,action,T5
1764506555.509777,relax,
1764506558.025281,rest,
1764506559.535614,concentration,
1764506560.550301,image,T6
1764506563.075073,action,T6
1764506566.587532,relax,
1764506569.091096,rest,
1764506570.605745,concentration,
1764506571.619657,image,T7
1764506574.133443,action,T7
1764506577.643698,relax,
1764506580.152284,rest,
1764506581.659460,session_end,
