timestamp,stage,task
1764505645.375582,session_start,
1764505645.376586,concentration,
1764505646.387341,image,T1
1764505648.913854,action,T1
1764505652.424545,relax,
1764505654.935642,rest,
1764505656.449076,concentration,
1764505657.461969,image,T2
1764505659.986869,action,T2
1764505663.497662,relax,
1764505666.004968,rest,
1764505667.517253,concentration,
1764505668.534540,image,T3
1764505671.059490,action,T3
1764505674.563442,relax,
1764505677.080227,rest,
1764505678.589691,concentration,
1764505679.601279,image,T4
1764505682.112498,action,T4
1764505685.644074,relax,
1764505688.156736,rest,
1764505689.664726,concentration,
1764505690.679250,image,T5
1764505693.202241,action,T5
1764505696.711229,relax,
1764505699.224975,rest,
1764505700.733006,concentration,
1764505701.746419,image,T6
1764505704.259769,action,T6
1764505707.770187,relax,
1764505710.287540,rest,
1764505711.804744,concentration,
1764505712.817226,image,T7
1764505715.331451,action,T7
1764505718.848475,relax,
1764505721.362888,rest,
1764505722.872956,session_end,
