timestamp,stage,task
1764506894.489068,session_start,
1764506894.490070,concentration,
1764506895.508107,image,T1
1764506898.020459,action,T1
1764506901.524672,relax,
1764506904.037991,rest,
1764506905.551715,concentration,
1764506906.564498,image,T2
1764506909.089311,action,T2
1764506912.600121,relax,
1764506915.116309,rest,
1764506916.633983,concentration,
1764506917.651109,image,T3
1764506920.164352,action,T3
1764506923.671245,relax,
1764506926.178540,rest,
1764506927.693497,concentration,
1764506928.708360,image,T4
1764506931.226503,action,T4
1764506934.744010,relax,
1764506937.251878,rest,
1764506938.757031,concentration,
1764506939.765227,image,T5
1764506942.280258,action,T5
1764506945.797301,relax,
1764506948.311212,rest,
1764506949.827661,concentration,
1764506950.842038,image,T6
1764506953.359604,action,T6
1764506956.871724,relax,
1764506959.375066,rest,
1764506960.884033,concentration,
1764506961.887120,image,T7
1764506964.408988,action,T7
1764506967.914233,relax,
1764506970.428666,rest,
1764506971.941014,session_end,
