timestamp,stage,task
1764506269.970877,session_start,
1764506269.971879,concentration,
1764506270.982866,image,T1
1764506273.503503,action,T1
1764506277.019799,relax,
1764506279.532383,rest,
1764506281.048910,concentration,
1764506282.055459,image,T2
1764506284.576479,action,T2
1764506288.087821,relax,
1764506290.598898,rest,
1764506292.110923,concentration,
1764506293.121929,image,T3
1764506295.651283,action,T3
1764506299.170968,relax,
1764506301.683403,rest,
1764506303.191869,concentration,
1764506304.195952,image,T4
1764506306.713849,action,T4
1764506310.241745,relax,
1764506312.750990,rest,
1764506314.267713,concentration,
1764506315.283478,image,T5
1764506317.795737,action,T5
1764506321.299552,relax,
1764506323.805938,rest,
1764506325.313352,concentration,
1764506326.328377,image,T6
1764506328.851196,action,T6
1764506332.356183,relax,
1764506334.860992,rest,
1764506336.364757,concentration,
1764506337.378679,image,T7
1764506339.896729,action,T7
1764506343.411490,relax,
1764506345.916795,rest,
1764506347.434273,session_end,
