timestamp,stage,task
1764507050.623151,session_start,
1764507050.624151,concentration,
1764507051.634140,image,T1
1764507054.161408,action,T1
1764507057.665672,relax,
1764507060.175589,rest,
1764507061.692797,concentration,
1764507062.704868,image,T2
1764507065.223908,action,T2
1764507068.738930,relax,
1764507071.250055,rest,
1764507072.765851,concentration,
1764507073.782642,image,T3
1764507076.308235,action,T3
1764507079.822685,relax,
1764507082.327853,rest,
1764507083.847449,concentration,
1764507084.863831,image,T4
1764507087.379664,action,T4
1764507090.905238,relax,
1764507093.412052,rest,
1764507094.924914,concentration,
1764507095.940973,image,T5
1764507098.455785,action,T5
1764507101.958427,relax,
1764507104.463617,rest,
1764507105.977636,concentration,
1764507106.995537,image,T6
1764507109.510726,action,T6
1764507113.024218,relax,
1764507115.529464,rest,
1764507117.033581,concentration,
1764507118.036184,image,T7
1764507120.560111,action,T7
1764507124.071205,relax,
1764507126.579299,rest,
1764507128.091565,session_end,
