timestamp,stage,task
1764763199.516964,session_start,
1764763199.518039,concentration,
1764763200.527927,image,T1
1764763203.037440,action,T1
1764763206.539759,relax,
1764763209.053522,rest,
1764763210.564409,concentration,
1764763211.574693,image,T2
1764763214.091612,action,T2
1764763217.594397,relax,
1764763220.107111,rest,
1764763221.614340,concentration,
1764763222.621865,image,T3
1764763225.129682,action,T3
1764763228.632885,relax,
1764763231.139903,rest,
1764763232.656518,concentration,
1764763233.669172,image,T4
1764763236.183984,action,T4
1764763239.689935,relax,
1764763242.194238,rest,
1764763243.704750,concentration,
1764763244.718192,image,T5
1764763247.237920,action,T5
1764763250.741349,relax,
1764763253.249189,rest,
1764763254.754039,concentration,
1764763255.771168,image,T6
1764763258.286426,action,T6
1764763261.803111,relax,
1764763264.313896,rest,
1764763265.827763,concentration,
1764763266.837290,image,T7
1764763269.353923,action,T7
1764763272.859962,relax,
1764763275.366939,rest,
1764763276.870742,session_end,
