timestamp,stage,task
1764764836.937679,session_start,
1764764836.937679,concentration,
1764764837.948527,image,T1
1764764840.460292,action,T1
1764764843.975206,relax,
1764764846.491696,rest,
1764764848.000312,concentration,
1764764849.014714,image,T2
1764764851.536163,action,T2
1764764855.051745,relax,
1764764857.563885,rest,
1764764859.069717,concentration,
1764764860.080052,image,T3
1764764862.593016,action,T3
1764764866.094944,relax,
1764764868.600612,rest,
1764764870.105903,concentration,
1764764871.119218,image,T4
1764764873.625881,action,T4
1764764877.140888,relax,
1764764879.647526,rest,
1764764881.163235,concentration,
1764764882.174782,image,T5
1764764884.697372,action,T5
1764764888.199727,relax,
1764764890.701669,rest,
1764764892.214724,concentration,
1764764893.224879,image,T6
1764764895.732652,action,T6
1764764899.245372,relax,
1764764901.752519,rest,
1764764903.257587,concentration,
1764764904.268068,image,T7
1764764906.776415,action,T7
1764764910.282335,relax,
1764764912.792571,rest,
1764764914.304744,session_end,
