timestamp,stage,task
1764763823.343011,session_start,
1764763823.343011,concentration,
1764763824.351755,image,T1
1764763826.858679,action,T1
1764763830.366284,relax,
1764763832.872827,rest,
1764763834.380186,concentration,
1764763835.391833,image,T2
1764763837.906448,action,T2
1764763841.413735,relax,
1764763843.917735,rest,
1764763845.428020,concentration,
1764763846.437916,image,T3
1764763848.953411,action,T3
1764763852.457444,relax,
1764763854.966121,rest,
1764763856.470111,concentration,
1764763857.479892,image,T4
1764763859.989227,action,T4
1764763863.493355,relax,
1764763865.998892,rest,
1764763867.507081,concentration,
1764763868.520923,image,T5
1764763871.032946,action,T5
1764763874.549072,relax,
1764763877.051789,rest,
1764763878.558389,concentration,
1764763879.568549,image,T6
1764763882.083441,action,T6
1764763885.585894,relax,
1764763888.090472,rest,
1764763889.602527,concentration,
1764763890.615582,image,T7
1764763893.125290,action,T7
1764763896.630518,relax,
1764763899.132281,rest,
1764763900.640070,session_end,
