timestamp,stage,task
1764764603.031941,session_start,
1764764603.032952,concentration,
1764764604.038911,image,T1
1764764606.558896,action,T1
1764764610.075716,relax,
1764764612.585829,rest,
1764764614.092247,concentration,
1764764615.096436,image,T2
1764764617.605333,action,T2
1764764621.110286,relax,
1764764623.616644,rest,
1764764625.130234,concentration,
1764764626.144788,image,T3
1764764628.655921,action,T3
1764764632.170361,relax,
1764764634.673043,rest,
1764764636.183340,concentration,
1764764637.197881,image,T4
1764764639.705510,action,T4
1764764643.212099,relax,
1764764645.721732,rest,
1764764647.232629,concentration,
1764764648.245822,image,T5
1764764650.753476,action,T5
1764764654.259749,relax,
1764764656.771274,rest,
1764764658.277192,concentration,
1764764659.286751,image,T6
1764764661.795371,action,T6
1764764665.308244,relax,
1764764667.811620,rest,
1764764669.315885,concentration,
1764764670.326412,image,T7
1764764672.846591,action,T7
1764764676.352887,relax,
1764764678.856713,rest,
1764764680.366275,session_end,
