timestamp,stage,task
1764764992.956443,session_start,
1764764992.957440,concentration,
1764764993.960128,image,T1
1764764996.476457,action,T1
1764764999.979439,relax,
1764765002.491391,rest,
1764765004.015069,concentration,
1764765005.024297,image,T2
1764765007.542905,action,T2
1764765011.054254,relax,
1764765013.559703,rest,
1764765015.065737,concentration,
1764765016.076431,image,T3
1764765018.589253,action,T3
1764765022.094117,relax,
1764765024.601910,rest,
1764765026.118714,concentration,
1764765027.130014,image,T4
1764765029.644789,action,T4
1764765033.157829,relax,
1764765035.674804,rest,
1764765037.188350,concentration,
1764765038.200292,image,T5
1764765040.721496,action,T5
1764765044.227793,relax,
1764765046.739960,rest,
1764765048.248265,concentration,
1764765049.256294,image,T6
1764765051.773876,action,T6
1764765055.285552,relax,
1764765057.799741,rest,
1764765059.310565,concentration,
1764765060.324086,image,T7
1764765062.842860,action,T7
1764765066.349786,relax,
1764765068.854873,rest,
1764765070.366707,session_end,
