timestamp,stage,task
1764762575.657877,session_start,
1764762575.658907,concentration,
1764762576.668143,image,T1
1764762579.191570,action,T1
1764762582.702110,relax,
1764762585.206485,rest,
1764762586.716694,concentration,
1764762587.719805,image,T2
1764762590.230298,action,T2
1764762593.737294,relax,
1764762596.238632,rest,
1764762597.743770,concentration,
1764762598.753849,image,T3
1764762601.273931,action,T3
1764762604.789290,relax,
1764762607.295290,rest,
1764762608.808891,concentration,
1764762609.815680,image,T4
1764762612.337183,action,T4
1764762615.850812,relax,
1764762618.358974,rest,
1764762619.870730,concentration,
1764762620.874385,image,T5
1764762623.382151,action,T5
1764762626.893314,relax,
1764762629.397615,rest,
1764762630.905346,concentration,
1764762631.914025,image,T6
1764762634.423704,action,T6
1764762637.925634,relax,
1764762640.430786,rest,
1764762641.937604,concentration,
1764762642.948454,image,T7
1764762645.455895,action,T7
1764762648.967228,relax,
1764762651.475087,rest,
1764762652.984286,session_end,
