timestamp,stage,task
1764764291.034570,session_start,
1764764291.035083,concentration,
1764764292.038369,image,T1
1764764294.549034,action,T1
1764764298.061947,relax,
1764764300.569489,rest,
1764764302.075617,concentration,
1764764303.092192,image,T2
1764764305.609402,action,T2
1764764309.119499,relax,
1764764311.625993,rest,
1764764313.142066,concentration,
1764764314.154874,image,T3
1764764316.672791,action,T3
1764764320.175276,relax,
1764764322.687137,rest,
1764764324.201739,concentration,
1764764325.213552,image,T4
1764764327.735149,action,T4
1764764331.253675,relax,
1764764333.755877,rest,
1764764335.262815,concentration,
1764764336.267581,image,T5
1764764338.775962,action,T5
1764764342.281504,relax,
1764764344.790120,rest,
1764764346.301341,concentration,
1764764347.313735,image,T6
1764764349.827722,action,T6
1764764353.340199,relax,
1764764355.842214,rest,
1764764357.345272,concentration,
1764764358.354533,image,T7
1764764360.865676,action,T7
1764764364.373119,relax,
1764764366.875649,rest,
1764764368.381041,session_end,
