timestamp,stage,task
1764763121.504603,session_start,
1764763121.505117,concentration,
1764763122.511189,image,T1
1764763125.031366,action,T1
1764763128.533674,relax,
1764763131.049279,rest,
1764763132.558072,concentration,
1764763133.567722,image,T2
1764763136.088597,action,T2
1764763139.601596,relax,
1764763142.110057,rest,
1764763143.622764,concentration,
1764763144.627892,image,T3
1764763147.147990,action,T3
1764763150.662538,relax,
1764763153.172835,rest,
1764763154.680572,concentration,
1764763155.691893,image,T4
1764763158.204767,action,T4
1764763161.721987,relax,
1764763164.232771,rest,
1764763165.736806,concentration,
1764763166.752508,image,T5
1764763169.264444,action,T5
1764763172.776062,relax,
1764763175.289655,rest,
1764763176.799032,concentration,
1764763177.814772,image,T6
1764763180.328034,action,T6
1764763183.843956,relax,
1764763186.353396,rest,
1764763187.864460,concentration,
1764763188.875111,image,T7
1764763191.382501,action,T7
1764763194.890554,relax,
1764763197.397657,rest,
1764763198.905223,session_end,
