timestamp,stage,task
1764764447.072773,session_start,
1764764447.072773,concentration,
1764764448.080767,image,T1
1764764450.596292,action,T1
1764764454.110803,relax,
1764764456.617515,rest,
1764764458.127755,concentration,
1764764459.139569,image,T2
1764764461.652008,action,T2
1764764465.161936,relax,
1764764467.668735,rest,
1764764469.181693,concentration,
1764764470.195681,image,T3
1764764472.713318,action,T3
1764764476.215279,relax,
1764764478.721285,rest,
1764764480.232475,concentration,
1764764481.246698,image,T4
1764764483.762600,action,T4
1764764487.281746,relax,
1764764489.787746,rest,
1764764491.294393,concentration,
1764764492.308544,image,T5
1764764494.816617,action,T5
1764764498.319061,relax,
1764764500.826469,rest,
1764764502.339401,concentration,
1764764503.351293,image,T6
1764764505.865002,action,T6
1764764509.372046,relax,
1764764511.879541,rest,
1764764513.386055,concentration,
1764764514.402161,image,T7
1764764516.918297,action,T7
1764764520.428671,relax,
1764764522.942703,rest,
1764764524.451320,session_end,
