timestamp,stage,task
1764763901.249562,session_start,
1764763901.251075,concentration,
1764763902.258304,image,T1
1764763904.769317,action,T1
1764763908.273014,relax,
1764763910.785599,rest,
1764763912.294425,concentration,
1764763913.303681,image,T2
1764763915.810513,action,T2
1764763919.316460,relax,
1764763921.827715,rest,
1764763923.333930,concentration,
1764763924.347163,image,T3
1764763926.854660,action,T3
1764763930.367777,relax,
1764763932.874804,rest,
1764763934.381968,concentration,
1764763935.396750,image,T4
1764763937.911381,action,T4
1764763941.421263,relax,
1764763943.927285,rest,
1764763945.442022,concentration,
1764763946.456242,image,T5
1764763948.963977,action,T5
1764763952.466844,relax,
1764763954.975609,rest,
1764763956.486503,concentration,
1764763957.501336,image,T6
1764763960.020594,action,T6
1764763963.533553,relax,
1764763966.035338,rest,
1764763967.536647,concentration,
1764763968.551797,image,T7
1764763971.064898,action,T7
1764763974.571257,relax,
1764763977.072984,rest,
1764763978.583415,session_end,
