timestamp,stage,task
1764764680.972315,session_start,
1764764680.972315,concentration,
1764764681.989812,image,T1
1764764684.501309,action,T1
1764764688.008772,relax,
1764764690.522437,rest,
1764764692.032217,concentration,
1764764693.044250,image,T2
1764764695.554032,action,T2
1764764699.067122,relax,
1764764701.573901,rest,
1764764703.085311,concentration,
1764764704.096695,image,T3
1764764706.606751,action,T3
1764764710.127532,relax,
1764764712.634201,rest,
1764764714.143065,concentration,
1764764715.151440,image,T4
1764764717.659698,action,T4
1764764721.181211,relax,
1764764723.690332,rest,
1764764725.202877,concentration,
1764764726.216528,image,T5
1764764728.730206,action,T5
1764764732.239675,relax,
1764764734.744310,rest,
1764764736.252723,concentration,
1764764737.264464,image,T6
1764764739.774318,action,T6
1764764743.277351,relax,
1764764745.791676,rest,
1764764747.303859,concentration,
1764764748.318431,image,T7
1764764750.830112,action,T7
1764764754.342321,relax,
1764764756.850293,rest,
1764764758.353684,session_end,
