timestamp,stage,task
1764763043.503798,session_start,
1764763043.504305,concentration,
1764763044.513151,image,T1
1764763047.025241,action,T1
1764763050.538250,relax,
1764763053.046515,rest,
1764763054.556011,concentration,
1764763055.571761,image,T2
1764763058.091458,action,T2
1764763061.602293,relax,
1764763064.110796,rest,
1764763065.618608,concentration,
1764763066.633057,image,T3
1764763069.151099,action,T3
1764763072.655109,relax,
1764763075.167534,rest,
1764763076.676614,concentration,
1764763077.679152,image,T4
1764763080.190414,action,T4
1764763083.693264,relax,
1764763086.202104,rest,
1764763087.716699,concentration,
1764763088.718706,image,T5
1764763091.231148,action,T5
1764763094.741952,relax,
1764763097.256948,rest,
1764763098.772930,concentration,
1764763099.787089,image,T6
1764763102.304682,action,T6
1764763105.819122,relax,
1764763108.332566,rest,
1764763109.844716,concentration,
1764763110.859764,image,T7
1764763113.370140,action,T7
1764763116.876069,relax,
1764763119.381390,rest,
1764763120.893682,session_end,
