timestamp,stage,task
1764763745.360754,session_start,
1764763745.362282,concentration,
1764763746.380234,image,T1
1764763748.899913,action,T1
1764763752.402581,relax,
1764763754.917288,rest,
1764763756.426481,concentration,
1764763757.428339,image,T2
1764763759.943422,action,T2
1764763763.452654,relax,
1764763765.957693,rest,
1764763767.468062,concentration,
1764763768.472924,image,T3
1764763770.990813,action,T3
1764763774.493282,relax,
1764763777.004119,rest,
1764763778.518403,concentration,
1764763779.527345,image,T4
1764763782.044094,action,T4
1764763785.552986,relax,
1764763788.068752,rest,
1764763789.573222,concentration,
1764763790.578023,image,T5
1764763793.091394,action,T5
1764763796.608323,relax,
1764763799.117835,rest,
1764763800.627128,concentration,
1764763801.641783,image,T6
1764763804.151882,action,T6
1764763807.653789,relax,
1764763810.163706,rest,
1764763811.676617,concentration,
1764763812.687872,image,T7
1764763815.198728,action,T7
1764763818.714748,relax,
1764763821.217632,rest,
1764763822.727222,session_end,
