timestamp,stage,task
1764764057.168719,session_start,
1764764057.169733,concentration,
1764764058.181112,image,T1
1764764060.691604,action,T1
1764764064.193558,relax,
1764764066.695451,rest,
1764764068.201002,concentration,
1764764069.208187,image,T2
1764764071.722630,action,T2
1764764075.237405,relax,
1764764077.754245,rest,
1764764079.268956,concentration,
1764764080.278947,image,T3
1764764082.789332,action,T3
1764764086.300334,relax,
1764764088.806782,rest,
1764764090.316256,concentration,
1764764091.327862,image,T4
1764764093.838460,action,T4
1764764097.351188,relax,
1764764099.863219,rest,
1764764101.368254,concentration,
1764764102.376563,image,T5
1764764104.884468,action,T5
1764764108.387791,relax,
1764764110.892062,rest,
1764764112.400893,concentration,
1764764113.414026,image,T6
1764764115.927079,action,T6
1764764119.429587,relax,
1764764121.935649,rest,
1764764123.443233,concentration,
1764764124.453173,image,T7
1764764126.965900,action,T7
1764764130.475669,relax,
1764764132.981483,rest,
1764764134.490124,session_end,
