timestamp,stage,task
1764511737.841871,session_start,
1764511737.842876,concentration,
1764511738.856060,image,T1
1764511741.374499,action,T1
1764511744.886937,relax,
1764511747.399501,rest,
1764511748.914812,concentration,
1764511749.924213,image,T2
1764511752.448902,action,T2
1764511755.957699,relax,
1764511758.473605,rest,
1764511759.987194,concentration,
1764511761.002323,image,T3
1764511763.526053,action,T3
1764511767.034236,relax,
1764511769.549946,rest,
1764511771.066011,concentration,
1764511772.068629,image,T4
1764511774.589513,action,T4
1764511778.115160,relax,
1764511780.624529,rest,
1764511782.133538,concentration,
1764511783.146992,image,T5
1764511785.662244,action,T5
1764511789.180264,relax,
1764511791.685269,rest,
1764511793.198442,concentration,
1764511794.214860,image,T6
1764511796.758069,action,T6
1764511800.269745,relax,
1764511802.779230,rest,
1764511804.289936,concentration,
1764511805.304666,image,T7
1764511807.823061,action,T7
1764511811.327832,relax,
1764511813.844653,rest,
1764511815.353191,session_end,
