timestamp,stage,task
1764512909.009229,session_start,
1764512909.010255,concentration,
1764512910.021380,image,T1
1764512912.543027,action,T1
1764512916.056224,relax,
1764512918.569989,rest,
1764512920.074885,concentration,
1764512921.079168,image,T2
1764512923.592951,action,T2
1764512927.106856,relax,
1764512929.618768,rest,
1764512931.132580,concentration,
1764512932.142530,image,T3
1764512934.661407,action,T3
1764512938.167682,relax,
1764512940.676798,rest,
1764512942.190087,concentration,
1764512943.205056,image,T4
1764512945.729698,action,T4
1764512949.251083,relax,
1764512951.754497,rest,
1764512953.267027,concentration,
1764512954.282505,image,T5
1764512956.814781,action,T5
1764512960.327570,relax,
1764512962.842541,rest,
1764512964.347556,concentration,
1764512965.364539,image,T6
1764512967.878227,action,T6
1764512971.387878,relax,
1764512973.900069,rest,
1764512975.410083,concentration,
1764512976.423700,image,T7
1764512978.941165,action,T7
1764512982.450861,relax,
1764512984.960156,rest,
1764512986.470557,session_end,
