timestamp,stage,task
1764512674.740993,session_start,
1764512674.742008,concentration,
1764512675.749251,image,T1
1764512678.263505,action,T1
1764512681.772749,relax,
1764512684.285957,rest,
1764512685.801076,concentration,
1764512686.816531,image,T2
1764512689.330074,action,T2
1764512692.833244,relax,
1764512695.347858,rest,
1764512696.862902,concentration,
1764512697.874021,image,T3
1764512700.391812,action,T3
1764512703.896791,relax,
1764512706.407126,rest,
1764512707.919612,concentration,
1764512708.937896,image,T4
1764512711.454657,action,T4
1764512714.986505,relax,
1764512717.498179,rest,
1764512719.014431,concentration,
1764512720.028240,image,T5
1764512722.547227,action,T5
1764512726.058819,relax,
1764512728.575786,rest,
1764512730.091728,concentration,
1764512731.097807,image,T6
1764512733.619433,action,T6
1764512737.125832,relax,
1764512739.640733,rest,
1764512741.144305,concentration,
1764512742.163034,image,T7
1764512744.684066,action,T7
1764512748.187889,relax,
1764512750.697281,rest,
1764512752.211590,session_end,
