timestamp,stage,task
1764511035.107278,session_start,
1764511035.108295,concentration,
1764511036.115847,image,T1
1764511038.631379,action,T1
1764511042.141172,relax,
1764511044.649339,rest,
1764511046.158763,concentration,
1764511047.176347,image,T2
1764511049.702809,action,T2
1764511053.207455,relax,
1764511055.719618,rest,
1764511057.232325,concentration,
1764511058.246809,image,T3
1764511060.766568,action,T3
1764511064.278821,relax,
1764511066.788229,rest,
1764511068.291196,concentration,
1764511069.306803,image,T4
1764511071.835660,action,T4
1764511075.339561,relax,
1764511077.851419,rest,
1764511079.355285,concentration,
1764511080.370204,image,T5
1764511082.896127,action,T5
1764511086.409931,relax,
1764511088.919182,rest,
1764511090.434712,concentration,
1764511091.450823,image,T6
1764511093.974476,action,T6
1764511097.492433,relax,
1764511100.006349,rest,
1764511101.520453,concentration,
1764511102.531599,image,T7
1764511105.051049,action,T7
1764511108.556191,relax,
1764511111.073260,rest,
1764511112.587834,session_end,
