timestamp,stage,task
1764510644.830850,session_start,
1764510644.831833,concentration,
1764510645.837931,image,T1
1764510648.384574,action,T1
1764510651.902594,relax,
1764510654.413243,rest,
1764510655.924419,concentration,
1764510656.937984,image,T2
1764510659.457078,action,T2
1764510662.970916,relax,
1764510665.481471,rest,
1764510666.989199,concentration,
1764510667.999362,image,T3
1764510670.516934,action,T3
1764510674.024185,relax,
1764510676.537067,rest,
1764510678.045327,concentration,
1764510679.061629,image,T4
1764510681.572616,action,T4
1764510685.099269,relax,
1764510687.606508,rest,
1764510689.114305,concentration,
1764510690.127053,image,T5
1764510692.648963,action,T5
1764510696.161288,relax,
1764510698.676515,rest,
1764510700.194519,concentration,
1764510701.196588,image,T6
1764510703.712837,action,T6
1764510707.228867,relax,
1764510709.731937,rest,
1764510711.242018,concentration,
1764510712.256408,image,T7
1764510714.769125,action,T7
1764510718.277020,relax,
1764510720.791654,rest,
1764510722.300498,session_end,
