timestamp,stage,task
1764511347.403133,session_start,
1764511347.405205,concentration,
1764511348.415244,image,T1
1764511350.937653,action,T1
1764511354.444049,relax,
1764511356.958043,rest,
1764511358.471766,concentration,
1764511359.479103,image,T2
1764511362.002833,action,T2
1764511365.513655,relax,
1764511368.019463,rest,
1764511369.534321,concentration,
1764511370.548323,image,T3
1764511373.073697,action,T3
1764511376.578893,relax,
1764511379.094231,rest,
1764511380.607918,concentration,
1764511381.623416,image,T4
1764511384.146382,action,T4
1764511387.675201,relax,
1764511390.178576,rest,
1764511391.689464,concentration,
1764511392.704271,image,T5
1764511395.222768,action,T5
1764511398.727134,relax,
1764511401.244103,rest,
1764511402.754504,concentration,
1764511403.762229,image,T6
1764511406.282953,action,T6
1764511409.793427,relax,
1764511412.307538,rest,
1764511413.819075,concentration,
1764511414.822103,image,T7
1764511417.347857,action,T7
1764511420.862441,relax,
1764511423.378902,rest,
1764511424.882307,session_end,
