timestamp,stage,task
1764512284.350946,session_start,
1764512284.351490,concentration,
1764512285.358378,image,T1
1764512287.876757,action,T1
1764512291.382764,relax,
1764512293.886229,rest,
1764512295.400604,concentration,
1764512296.410367,image,T2
1764512298.935777,action,T2
1764512302.444034,relax,
1764512304.947414,rest,
1764512306.463344,concentration,
1764512307.468334,image,T3
1764512309.996146,action,T3
1764512313.505773,relax,
1764512316.017274,rest,
1764512317.531104,concentration,
1764512318.545598,image,T4
1764512321.072476,action,T4
1764512324.602345,relax,
1764512327.116960,rest,
1764512328.628546,concentration,
1764512329.641476,image,T5
1764512332.165470,action,T5
1764512335.673599,relax,
1764512338.181227,rest,
1764512339.684208,concentration,
1764512340.690696,image,T6
1764512343.211131,action,T6
1764512346.720793,relax,
1764512349.233398,rest,
1764512350.751196,concentration,
1764512351.768667,image,T7
1764512354.289771,action,T7
1764512357.804731,relax,
1764512360.317309,rest,
1764512361.832348,session_end,
