timestamp,stage,task
1764512362.454243,session_start,
1764512362.455797,concentration,
1764512363.465619,image,T1
1764512365.987210,action,T1
1764512369.490816,relax,
1764512372.000505,rest,
1764512373.517265,concentration,
1764512374.522008,image,T2
1764512377.045340,action,T2
1764512380.560019,relax,
1764512383.074187,rest,
1764512384.580040,concentration,
1764512385.594368,image,T3
1764512388.116557,action,T3
1764512391.619642,relax,
1764512394.122620,rest,
1764512395.630316,concentration,
1764512396.646229,image,T4
1764512399.170920,action,T4
1764512402.688176,relax,
1764512405.197458,rest,
1764512406.702873,concentration,
1764512407.718410,image,T5
1764512410.229562,action,T5
1764512413.732193,relax,
1764512416.244483,rest,
1764512417.746608,concentration,
1764512418.764232,image,T6
1764512421.290074,action,T6
1764512424.807273,relax,
1764512427.316773,rest,
1764512428.831569,concentration,
1764512429.835102,image,T7
1764512432.361624,action,T7
1764512435.869168,relax,
1764512438.378615,rest,
1764512439.886623,session_end,
