timestamp,stage,task
1764512128.305645,session_start,
1764512128.306648,concentration,
1764512129.314891,image,T1
1764512131.831916,action,T1
1764512135.340922,relax,
1764512137.843687,rest,
1764512139.347900,concentration,
1764512140.362305,image,T2
1764512142.883671,action,T2
1764512146.387156,relax,
1764512148.896072,rest,
1764512150.413390,concentration,
1764512151.429934,image,T3
1764512153.942470,action,T3
1764512157.450366,relax,
1764512159.957842,rest,
1764512161.471348,concentration,
1764512162.485718,image,T4
1764512165.011248,action,T4
1764512168.528464,relax,
1764512171.032068,rest,
1764512172.535935,concentration,
1764512173.544884,image,T5
1764512176.060408,action,T5
1764512179.565117,relax,
1764512182.071442,rest,
1764512183.585557,concentration,
1764512184.590244,image,T6
1764512187.106039,action,T6
1764512190.612989,relax,
1764512193.124892,rest,
1764512194.640692,concentration,
1764512195.656633,image,T7
1764512198.169501,action,T7
1764512201.678094,relax,
1764512204.184547,rest,
1764512205.698020,session_end,
