timestamp,stage,task
1764510722.910730,session_start,
1764510722.911241,concentration,
1764510723.924628,image,T1
1764510726.451626,action,T1
1764510729.960257,relax,
1764510732.466280,rest,
1764510733.973016,concentration,
1764510734.988911,image,T2
1764510737.513570,action,T2
1764510741.017927,relax,
1764510743.523809,rest,
1764510745.032007,concentration,
1764510746.048475,image,T3
1764510748.566766,action,T3
1764510752.075875,relax,
1764510754.579440,rest,
1764510756.091535,concentration,
1764510757.095313,image,T4
1764510759.618346,action,T4
1764510763.131957,relax,
1764510765.635550,rest,
1764510767.143390,concentration,
1764510768.146959,image,T5
1764510770.662522,action,T5
1764510774.165275,relax,
1764510776.682130,rest,
1764510778.185824,concentration,
1764510779.195067,image,T6
1764510781.707576,action,T6
1764510785.223554,relax,
1764510787.733941,rest,
1764510789.238923,concentration,
1764510790.241959,image,T7
1764510792.756183,action,T7
1764510796.272644,relax,
1764510798.775695,rest,
1764510800.286464,session_end,
