timestamp,stage,task
1764511659.758750,session_start,
1764511659.759748,concentration,
1764511660.770260,image,T1
1764511663.297343,action,T1
1764511666.802151,relax,
1764511669.307389,rest,
1764511670.814782,concentration,
1764511671.828579,image,T2
1764511674.351998,action,T2
1764511677.865043,relax,
1764511680.374220,rest,
1764511681.890372,concentration,
1764511682.906351,image,T3
1764511685.421019,action,T3
1764511688.925796,relax,
1764511691.441803,rest,
1764511692.960736,concentration,
1764511693.975192,image,T4
1764511696.496450,action,T4
1764511700.021817,relax,
1764511702.524907,rest,
1764511704.036910,concentration,
1764511705.055720,image,T5
1764511707.582196,action,T5
1764511711.088500,relax,
1764511713.591367,rest,
1764511715.095803,concentration,
1764511716.111997,image,T6
1764511718.625856,action,T6
1764511722.134632,relax,
1764511724.645463,rest,
1764511726.153600,concentration,
1764511727.168287,image,T7
1764511729.694192,action,T7
1764511733.201005,relax,
1764511735.713135,rest,
1764511737.221447,session_end,
