timestamp,stage,task
1764511503.572290,session_start,
1764511503.573308,concentration,
1764511504.586286,image,T1
1764511507.101473,action,T1
1764511510.603638,relax,
1764511513.109611,rest,
1764511514.615977,concentration,
1764511515.631790,image,T2
1764511518.158214,action,T2
1764511521.660872,relax,
1764511524.175279,rest,
1764511525.692163,concentration,
1764511526.700378,image,T3
1764511529.227813,action,T3
1764511532.741628,relax,
1764511535.253254,rest,
1764511536.765621,concentration,
1764511537.778918,image,T4
1764511540.295976,action,T4
1764511543.824694,relax,
1764511546.343399,rest,
1764511547.858870,concentration,
1764511548.875539,image,T5
1764511551.390734,action,T5
1764511554.902758,relax,
1764511557.418350,rest,
1764511558.932528,concentration,
1764511559.933873,image,T6
1764511562.447859,action,T6
1764511565.959949,relax,
1764511568.473326,rest,
1764511569.990708,concentration,
1764511570.994868,image,T7
1764511573.522150,action,T7
1764511577.029367,relax,
1764511579.547362,rest,
1764511581.050521,session_end,
