timestamp,stage,task
1764512596.677234,session_start,
1764512596.678263,concentration,
1764512597.683809,image,T1
1764512600.202317,action,T1
1764512603.706938,relax,
1764512606.216725,rest,
1764512607.732175,concentration,
1764512608.734149,image,T2
1764512611.246405,action,T2
1764512614.759907,relax,
1764512617.274503,rest,
1764512618.787300,concentration,
1764512619.803798,image,T3
1764512622.316187,action,T3
1764512625.828408,relax,
1764512628.341730,rest,
1764512629.855047,concentration,
1764512630.867650,image,T4
1764512633.394238,action,T4
1764512636.922178,relax,
1764512639.425149,rest,
1764512640.937898,concentration,
1764512641.953906,image,T5
1764512644.480360,action,T5
1764512647.993051,relax,
1764512650.509502,rest,
1764512652.024297,concentration,
1764512653.040527,image,T6
1764512655.554205,action,T6
1764512659.065024,relax,
1764512661.569040,rest,
1764512663.080624,concentration,
1764512664.082354,image,T7
1764512666.591772,action,T7
1764512670.104975,relax,
1764512672.622069,rest,
1764512674.129729,session_end,
