timestamp,stage,task
1764511191.301459,session_start,
1764511191.302975,concentration,
1764511192.314543,image,T1
1764511194.838610,action,T1
1764511198.343205,relax,
1764511200.850120,rest,
1764511202.361117,concentration,
1764511203.372098,image,T2
1764511205.896693,action,T2
1764511209.412603,relax,
1764511211.920844,rest,
1764511213.432216,concentration,
1764511214.446006,image,T3
1764511216.957377,action,T3
1764511220.471961,relax,
1764511222.982977,rest,
1764511224.494330,concentration,
1764511225.499447,image,T4
1764511228.030491,action,T4
1764511231.559237,relax,
1764511234.062388,rest,
1764511235.572320,concentration,
1764511236.576418,image,T5
1764511239.087770,action,T5
1764511242.595720,relax,
1764511245.110594,rest,
1764511246.619520,concentration,
1764511247.632833,image,T6
1764511250.159139,action,T6
1764511253.674280,relax,
1764511256.191644,rest,
1764511257.694928,concentration,
1764511258.708123,image,T7
1764511261.226552,action,T7
1764511264.734953,relax,
1764511267.240191,rest,
1764511268.756622,session_end,
