timestamp,stage,task
1764511972.129232,session_start,
1764511972.130229,concentration,
1764511973.138063,image,T1
1764511975.657642,action,T1
1764511979.164722,relax,
1764511981.667705,rest,
1764511983.174928,concentration,
1764511984.185772,image,T2
1764511986.710680,action,T2
1764511990.217080,relax,
1764511992.720856,rest,
1764511994.238103,concentration,
1764511995.248061,image,T3
1764511997.771180,action,T3
1764512001.288372,relax,
1764512003.802001,rest,
1764512005.317993,concentration,
1764512006.332692,image,T4
1764512008.863029,action,T4
1764512012.390375,relax,
1764512014.905191,rest,
1764512016.420346,concentration,
1764512017.438211,image,T5
1764512019.953215,action,T5
1764512023.459969,relax,
1764512025.975828,rest,
1764512027.489783,concentration,
1764512028.505219,image,T6
1764512031.019449,action,T6
1764512034.529762,relax,
1764512037.033190,rest,
1764512038.548336,concentration,
1764512039.557040,image,T7
1764512042.068512,action,T7
1764512045.587462,relax,
1764512048.097792,rest,
1764512049.610673,session_end,
