timestamp,stage,task
1764768072.425730,session_start,
1764768072.426746,concentration,
1764768073.436320,image,T1
1764768075.944593,action,T1
1764768079.455351,relax,
1764768081.958639,rest,
1764768083.470912,concentration,
1764768084.484932,image,T2
1764768086.993640,action,T2
1764768090.500579,relax,
1764768093.005102,rest,
1764768094.512985,concentration,
1764768095.524269,image,T3
1764768098.036509,action,T3
1764768101.546862,relax,
1764768104.054592,rest,
1764768105.571485,concentration,
1764768106.585955,image,T4
1764768109.108864,action,T4
1764768112.611740,relax,
1764768115.129472,rest,
1764768116.643026,concentration,
1764768117.657153,image,T5
1764768120.173701,action,T5
1764768123.676287,relax,
1764768126.184945,rest,
1764768127.694691,concentration,
1764768128.708287,image,T6
1764768131.228139,action,T6
1764768134.742490,relax,
1764768137.244445,rest,
1764768138.754425,concentration,
1764768139.756805,image,T7
1764768142.267936,action,T7
1764768145.775809,relax,
1764768148.280790,rest,
1764768149.789117,session_end,
