timestamp,stage,task
1764767838.486382,session_start,
1764767838.486382,concentration,
1764767839.494531,image,T1
1764767842.009215,action,T1
1764767845.523545,relax,
1764767848.025792,rest,
1764767849.536291,concentration,
1764767850.548056,image,T2
1764767853.066521,action,T2
1764767856.581978,relax,
1764767859.090895,rest,
1764767860.595223,concentration,
1764767861.608437,image,T3
1764767864.116763,action,T3
1764767867.626884,relax,
1764767870.136075,rest,
1764767871.647147,concentration,
1764767872.663927,image,T4
1764767875.178970,action,T4
1764767878.699653,relax,
1764767881.209049,rest,
1764767882.717553,concentration,
1764767883.723028,image,T5
1764767886.231015,action,T5
1764767889.737813,relax,
1764767892.253665,rest,
1764767893.760130,concentration,
1764767894.773998,image,T6
1764767897.295573,action,T6
1764767900.802578,relax,
1764767903.309928,rest,
1764767904.815423,concentration,
1764767905.831642,image,T7
1764767908.343194,action,T7
1764767911.855065,relax,
1764767914.368852,rest,
1764767915.884857,session_end,
