timestamp,stage,task
1764767604.517518,session_start,
1764767604.517518,concentration,
1764767605.529106,image,T1
1764767608.046982,action,T1
1764767611.560462,relax,
1764767614.066911,rest,
1764767615.575131,concentration,
1764767616.588249,image,T2
1764767619.100247,action,T2
1764767622.606738,relax,
1764767625.118575,rest,
1764767626.631073,concentration,
1764767627.643035,image,T3
1764767630.165365,action,T3
1764767633.676677,relax,
1764767636.190379,rest,
1764767637.698121,concentration,
1764767638.708868,image,T4
1764767641.220005,action,T4
1764767644.730948,relax,
1764767647.239887,rest,
1764767648.753298,concentration,
1764767649.765720,image,T5
1764767652.274162,action,T5
1764767655.785664,relax,
1764767658.301153,rest,
1764767659.806237,concentration,
1764767660.817406,image,T6
1764767663.327458,action,T6
1764767666.834471,relax,
1764767669.341343,rest,
1764767670.851684,concentration,
1764767671.861231,image,T7
1764767674.370134,action,T7
1764767677.879711,relax,
1764767680.389079,rest,
1764767681.903514,session_end,
