timestamp,stage,task
1764768618.319549,session_start,
1764768618.320058,concentration,
1764768619.336635,image,T1
1764768621.854836,action,T1
1764768625.370007,relax,
1764768627.878248,rest,
1764768629.394248,concentration,
1764768630.409576,image,T2
1764768632.925970,action,T2
1764768636.441180,relax,
1764768638.947246,rest,
1764768640.459826,concentration,
1764768641.477887,image,T3
1764768644.087781,action,T3
1764768647.595053,relax,
1764768650.114795,rest,
1764768651.627594,concentration,
1764768652.636734,image,T4
1764768655.155978,action,T4
1764768658.661748,relax,
1764768661.168011,rest,
1764768662.675886,concentration,
1764768663.685112,image,T5
1764768666.196453,action,T5
1764768669.712806,relax,
1764768672.227321,rest,
1764768673.736145,concentration,
1764768674.748377,image,T6
1764768677.266276,action,T6
1764768680.771474,relax,
1764768683.286031,rest,
1764768684.800397,concentration,
1764768685.811231,image,T7
1764768688.318924,action,T7
1764768691.822658,relax,
1764768694.336578,rest,
1764768695.839955,session_end,
